freq,c_dest,purpose,duration,tra_mode,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,DOM,PROF,N1-3,BUS,NR,IT	297317 u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,DOM,PROF,N1-3,BUS,NR,LT	42033 	35290 	47393 	40099 	31750 	40934 	58297 	34881 	30944 	28971 	26887 	37845 	29160 
A,DOM,PROF,N1-3,BUS,NR,LU	: u	: u	: u	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,BUS,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,BUS,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,BUS,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 
A,DOM,PROF,N1-3,BUS,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,BUS,NR,NO	: 	171233 	96002 u	195904 	143881 u	121313 u	: u	: 	: 	: u	139552 u	163835 u	209483 
A,DOM,PROF,N1-3,BUS,NR,PL	230173 	363582 u	125399 b	169698 	101797 u	69322 u	205052 	155237 u	44228 u	: u	92878 u	59940 u	132613 u
A,DOM,PROF,N1-3,BUS,NR,PT	35810 u	53434 	39991 u	42683 	66433 	34828 	40943 	42614 u	22898 u	18436 u	44495 	62747 	56541 
A,DOM,PROF,N1-3,BUS,NR,RO	24813 u	20375 u	22202 u	46567 	37534 u	48005 	23228 u	17265 u	: u	: u	21089 u	18529 u	: u
A,DOM,PROF,N1-3,BUS,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,BUS,NR,SE	: 	: 	335143 	312169 	368390 u	121123 u	183514 u	135366 u	: u	: u	: u	: 	: u
A,DOM,PROF,N1-3,BUS,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: 	16188 u	32671 u	44050 u	30436 u
A,DOM,PROF,N1-3,BUS,NR,SK	: u	: u	: 	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u
A,DOM,PROF,N1-3,BUS,NR,UK	640660 	529828 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,BUS_OCC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,DOM,PROF,N1-3,BUS_OCC,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	118332 u	104475 u	94181 u
A,DOM,PROF,N1-3,BUS_OCC,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
A,DOM,PROF,N1-3,BUS_OCC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	86206 u	135600 u	71114 u
A,DOM,PROF,N1-3,BUS_REG,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	42965 u	: 	: 	: 	46113 u
A,DOM,PROF,N1-3,BUS_REG,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,DOM,PROF,N1-3,BUS_REG,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	82432 u	58859 u	49666 u
A,DOM,PROF,N1-3,BUS_REG,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
A,DOM,PROF,N1-3,BUS_REG,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,DOM,PROF,N1-3,BUS_REG,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,DOM,PROF,N1-3,LAND,NR,AL	: 	: 	: 	: 	: 	198249 	: 	155276 	30868 	: 	: 	: 	: 
A,DOM,PROF,N1-3,LAND,NR,AT	1679557 	1793309 	1613675 	1555224 	1601580 	1434635 	1527901 	1513712 	825805 	968827 	1723459 	1616640 	1558677 
A,DOM,PROF,N1-3,LAND,NR,BE	206400 	62160 u	35240 u	90245 	100072 	94592 b	177585 	178206 	54177 u	120763 	131597 	146572 	160128 
A,DOM,PROF,N1-3,LAND,NR,BG	69924 b	102486 	131629 	84646 	84571 	110754 	103722 	100548 	49128 u	42252 u	88371 	113067 	105352 
A,DOM,PROF,N1-3,LAND,NR,CH	402516 u	368780 u	162453 u	412988 	346583 u	375412 	566766 	337786 	153526 u	238076 u	289826 u	: 	: 
A,DOM,PROF,N1-3,LAND,NR,CY	28553 bu	30035 	24003 u	20548 u	14389 u	: u	: u	19022 u	: u	: u	: u	27594 	22504 u
A,DOM,PROF,N1-3,LAND,NR,CZ	793856 	1009361 	711298 	607949 	846260 	767947 	743172 	660206 	220368 	379267 	560307 	577245 	593082 
A,DOM,PROF,N1-3,LAND,NR,DE	25296518 	22097276 	21302900 	19495018 	22161691 	21550191 	22561159 	23528374 	12503800 	12849179 	17393630 	18580666 	21250698 
A,DOM,PROF,N1-3,LAND,NR,DK	754488 	1150164 b	863214 	1195603 	987561 	1176459 	1206396 	1709804 	258881 u	874098 	979460 	1047637 	1125347 
A,DOM,PROF,N1-3,LAND,NR,EA20	56322472 	50275722 	49547287 	44160120 	48475415 	51329467 	54330052 	55036936 	28894427 	33032299 	44069886 	47696411 	57094851 
A,DOM,PROF,N1-3,LAND,NR,EE	147717 	158956 	272989 	278073 	368196 	362642 	421369 	382442 	177473 	169647 	224474 	306060 	342875 
A,DOM,PROF,N1-3,LAND,NR,EL	107551 	116001 	96217 	110545 	84147 	59748 	65918 	73766 	42201 	54337 	51380 	64176 	66890 
A,DOM,PROF,N1-3,LAND,NR,ES	4493723 	3980764 	3486890 	3566232 b	4477939 	4083874 	4087062 	4282225 	1658494 	2536962 	3335032 	4512464 	4306453 
A,DOM,PROF,N1-3,LAND,NR,EU27_2020	65818160 e	60106871 e	56993999 	50633462 	57049290 	60225394 	62059452 	63504004 	34564394 	39574215 	54646536 	59057470 e	67935771 
A,DOM,PROF,N1-3,LAND,NR,FI	3322758 b	3358797 	2996931 	2781034 	3094620 	3043888 	2705933 	2789646 	1420076 	1197580 	1925223 	1998030 	1511590 
A,DOM,PROF,N1-3,LAND,NR,FR	12175426 	11704837 	11310561 	8993744 	9154216 	13926543 	14435592 	13763879 	8550800 	11517622 	13850613 	14413878 	21402886 
A,DOM,PROF,N1-3,LAND,NR,HR	717547 	654278 	612291 	300323 	265191 	230922 	289479 	296023 	108448 	173820 	161794 	240328 	274913 
A,DOM,PROF,N1-3,LAND,NR,HU	292002 	276844 	296953 	307490 	182105 	225952 	209031 	196125 	98043 	94057 	205070 	245489 	208672 
A,DOM,PROF,N1-3,LAND,NR,IE	283299 	324811 	373131 	374045 	389180 	394390 	435216 	504320 	203158 	128542 	450343 	475280 	857853 
A,DOM,PROF,N1-3,LAND,NR,IT	5037130 	3159479 	4640748 b	3617431 	3834243 	2867093 	4296329 	4034596 	1518249 	1366624 	2035942 	2110159 	1863782 
A,DOM,PROF,N1-3,LAND,NR,LT	281687 	295040 	306515 	315214 	313614 	301761 	309755 	354025 	285176 	343701 	413813 	463213 	470394 
A,DOM,PROF,N1-3,LAND,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,LAND,NR,LV	112257 	107182 	62802 u	81825 u	38695 u	60389 u	47040 u	: u	: u	: u	48807 u	30646 u	58690 u
A,DOM,PROF,N1-3,LAND,NR,ME	: 	: 	: 	: 	74157 	33615 u	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,LAND,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 
A,DOM,PROF,N1-3,LAND,NR,NL	1004888 b	964648 	777206 	907423 	920520 	1061954 	1130656 	1353935 	604162 	627503 	876316 	1146349 	1536018 
A,DOM,PROF,N1-3,LAND,NR,NO	: 	1195834 	1540599 	1203076 	1008509 	1649113 	1275593 	: 	: 	891246 	1905961 	1733097 	627213 
A,DOM,PROF,N1-3,LAND,NR,PL	2945379 	2693214 	896169 b	934120 	1088674 	1217890 	1238413 	1251029 	994328 	1051813 	1242632 	1423880 	1588204 
A,DOM,PROF,N1-3,LAND,NR,PT	591845 	589977 	815932 	815822 	852623 	807434 	929113 	929734 	593992 	605158 	919776 	876791 	739507 
A,DOM,PROF,N1-3,LAND,NR,RO	36584 u	87659 	97917 	152008 	143280 	138528 	83318 	99933 	34553 u	78598 	67166 	66269 	32105 u
A,DOM,PROF,N1-3,LAND,NR,RS	: 	: 	: 	: 	: 	: 	214886 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,LAND,NR,SE	: 	: 	4449533 	3191527 	5241423 	5258397 	4145348 	4449424 	4014668 	4021831 	7433644 	: 	7188158 
A,DOM,PROF,N1-3,LAND,NR,SI	74257 	93175 	84119 	67745 	84865 	84381 	103772 	130943 	55321 u	172341 	186517 	313290 	264190 
A,DOM,PROF,N1-3,LAND,NR,SK	757301 	782749 bu	: u	786524 u	: u	919818 	784861 	871384 	: u	168318 u	313960 	369801 	399358 
A,DOM,PROF,N1-3,LAND,NR,UK	14336131 	13420289 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,AL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,AT	: u	: u	56035 u	74331 u	94643 u	84500 u	111118 u	118101 u	161292 	97533 	: u	: u	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,BE	: 	: 	: u	: u	: 	: u	: u	: 	: u	: u	: 	: 	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,BG	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,CH	: 	: 	: 	: u	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,CY	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,CZ	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 	: u	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,DE	1827243 	: u	: u	692442 u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,DK	: u	: u	: u	: u	: u	: u	: u	419619 	: 	: u	: u	: u	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,EA20	2102065 	556041 	1409772 	1286728 	1417237 	871659 	1180381 	1115168 	839130 	535414 	1010762 	548650 	795009 
A,DOM,PROF,N1-3,LAND_OTH,NR,EE	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,EL	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,ES	: u	30131 u	22668 u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,EU27_2020	2249925 e	679706 e	1513807 	1390314 	1621563 	988360 	1360862 	1612551 	865754 	796531 	1481563 	1035621 e	945423 
A,DOM,PROF,N1-3,LAND_OTH,NR,FI	: u	: u	: 	: 	: 	: u	: 	: u	93974 u	: u	: u	71051 u	67290 u
A,DOM,PROF,N1-3,LAND_OTH,NR,FR	: u	: u	532142 u	17427 u	66864 u	: u	: u	: u	: u	: u	: u	: u	169623 u
A,DOM,PROF,N1-3,LAND_OTH,NR,HR	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,HU	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,IT	: u	: u	516637 bu	422025 u	683277 u	: u	683970 u	613663 u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,LT	: u	: u	: u	: u	: u	7092 u	26829 	11343 u	: u	16279 u	10383 u	13195 u	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,LU	: 	: 	: 	: 	: u	: u	: 	: u	: u	: u	: 	: 	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,LV	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,NL	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u	: u	: u	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,PL	70160 u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: u	: 	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	24570 u	: u	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,RO	: u	: 	: 	: 	: 	: u	: u	: u	: 	: u	: u	: 	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,SE	: 	: 	: u	: u	: u	: u	95316 u	: u	: u	: u	: u	: 	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,DOM,PROF,N1-3,LAND_OTH,NR,SK	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,DOM,PROF,N1-3,LAND_OTH,NR,UK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	14283 u	: 	: 	: 	: 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	461448 	589716 	1258083 	1042923 	1012715 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	67300 u	87706 u	108165 	75187 u
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	38198 u	56166 u	86536 	31267 u
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	26235 	20994 u
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	158483 u	320974 	430207 	414015 	450846 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	5479551 	5572182 	6480730 	6317889 	6544766 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	176941 u	625870 	651959 	724226 	667134 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	15285814 	17404628 	20585583 	22569637 	24881154 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	126036 	118889 	178574 	211445 	218782 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	30814 	47352 	47517 	54880 	55568 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1190889 	1929290 	2004301 	2695124 	2613496 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	19475385 	22212870 	27453245 	30144371 e	31788789 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	974740 	952678 	1108558 	1150584 	817915 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	4352497 	5510785 	5571198 	6695866 	8808875 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	99504 	155324 	138351 	210961 	251849 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	80260 	85716 	161832 	217397 	175844 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	180292 	120250 	344993 	344169 	715454 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	854042 	711625 	1045214 	1219417 	850513 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	238309 	288997 	360322 	395558 	409864 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	40634 u	25445 u	50697 u
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	480269 	464310 	659843 	770552 	1225962 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	614672 	1464368 	1271356 	: u
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	782184 	855711 	882010 	1157117 	1179142 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	499225 	552519 	804639 	734910 	627310 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	20150 u	60081 	34805 u	40832 u	22195 u
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	2971553 	2821692 	4650684 	: 	4381207 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	55321 u	141556 	143639 	234068 	223854 
A,DOM,PROF,N1-3,PRDMV_PAS_X_BUS,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	155087 u	285276 	328316 	353633 
A,DOM,PROF,N1-3,RAIL,NR,AL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,RAIL,NR,AT	352889 	461240 	439015 	344077 	408490 	321020 	452880 	350792 	155487 	226321 	328937 	493371 	440393 
A,DOM,PROF,N1-3,RAIL,NR,BE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,RAIL,NR,BG	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,DOM,PROF,N1-3,RAIL,NR,CH	: u	: u	: u	: u	205189 u	148700 u	221564 u	199289 u	: u	: u	: u	: 	: 
A,DOM,PROF,N1-3,RAIL,NR,CZ	105374 u	160571 u	109189 u	: u	87272 u	82718 u	119940 u	108030 u	: u	: u	91473 u	120991 u	121050 u
A,DOM,PROF,N1-3,RAIL,NR,DE	6395127 	6073784 	6043484 	4824473 	6186832 	6645928 	7023749 	8029801 	2289655 	3591505 	5995152 	6500510 	8993893 
A,DOM,PROF,N1-3,RAIL,NR,DK	155426 u	241520 bu	127256 u	238888 	172498 	172586 	225484 	262663 	: u	135720 u	183113 u	224332 u	295286 
A,DOM,PROF,N1-3,RAIL,NR,EA20	15480677 	15066610 	14347687 	12287095 	14248284 	15857248 	16954926 	17292439 	7430052 	10557519 	16207228 	16813069 	22850223 
A,DOM,PROF,N1-3,RAIL,NR,EE	: u	: u	17602 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,RAIL,NR,EL	: 	14582 u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 
A,DOM,PROF,N1-3,RAIL,NR,ES	720671 	900042 	893028 	911241 b	1348398 	1051323 	1108940 	1270073 	358055 	428213 	930452 	1419632 	1342232 
A,DOM,PROF,N1-3,RAIL,NR,EU27_2020	18044800 e	17666039 e	16527496 	13938332 	16909195 	18049019 	18967042 	19613581 	8435305 	11586614 	18462814 	19176414 e	25787228 
A,DOM,PROF,N1-3,RAIL,NR,FI	681170 b	696445 	674090 	617560 	800538 	652642 	712105 	845231 	249331 	159099 u	581287 	568075 	459191 
A,DOM,PROF,N1-3,RAIL,NR,FR	5190432 	4998115 	4333431 	3706266 	3926149 	5742966 	5670485 	4871619 	3764612 	5577579 	7465310 	6729803 	10439375 
A,DOM,PROF,N1-3,RAIL,NR,HR	: u	: u	: u	: u	: 	: u	: 	: u	: u	: 	: u	: u	: u
A,DOM,PROF,N1-3,RAIL,NR,HU	29001 u	15058 u	22677 u	24882 u	13933 u	24963 u	27119 u	: u	: u	: u	19427 u	16518 u	19125 u
A,DOM,PROF,N1-3,RAIL,NR,IE	40109 u	30821 u	45710 u	47855 u	39353 u	38229 u	48163 u	37882 u	: u	: u	: u	: u	107085 u
A,DOM,PROF,N1-3,RAIL,NR,IT	1749582 	1468652 	1600143 b	1481863 	1186412 	919195 u	1488089 	1312169 	422719 u	389105 u	589885 	572742 	679153 
A,DOM,PROF,N1-3,RAIL,NR,LT	: u	7718 u	15566 	7874 u	10000 u	: u	21656 	: u	: u	: u	14733 u	13304 u	18028 u
A,DOM,PROF,N1-3,RAIL,NR,LU	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,DOM,PROF,N1-3,RAIL,NR,LV	: u	: u	: u	: 	: u	: u	: 	: u	: 	: 	: u	: u	: u
A,DOM,PROF,N1-3,RAIL,NR,ME	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,RAIL,NR,NL	168491 bu	177493 	139019 	151044 	168900 	188511 	236966 	313341 	69135 u	94304 u	156593 	316070 	244682 
A,DOM,PROF,N1-3,RAIL,NR,NO	: 	160479 	197865 	144118 u	188749 	295935 	241390 	: 	: 	139403 u	287171 	292364 	412616 
A,DOM,PROF,N1-3,RAIL,NR,PL	412286 	351099 	109051 b	118435 	117845 	260278 	209944 	331957 	125300 	123045 u	260639 	199524 	272290 
A,DOM,PROF,N1-3,RAIL,NR,PT	49696 u	39695 u	83633 	60213 u	55910 	39425 u	83489 	74703 	57939 	25575 u	32168 u	41130 	36561 
A,DOM,PROF,N1-3,RAIL,NR,RO	: u	: u	21281 u	24612 u	: u	: u	: u	15259 u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,RAIL,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,RAIL,NR,SE	: 	: 	1788946 	1181464 	2261382 	1642240 	1417794 	1590482 	757026 	716492 	1689705 	: 	2224896 
A,DOM,PROF,N1-3,RAIL,NR,SI	: u	: 	: 	: u	: 	: 	: 	: u	: 	: u	: u	: u	: u
A,DOM,PROF,N1-3,RAIL,NR,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,RAIL,NR,UK	3730986 	3550727 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,AL	: 	: 	: 	: 	: 	86269 	: 	108147 	14283 u	: 	: 	: 	: 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,AT	1227569 	1280586 	1057263 	1079576 	1036731 	981091 	896052 	930473 	474620 	627218 	1297014 	1050830 	1022927 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,BE	160641 	40210 u	21665 u	63770 	79060 u	66680 bu	146718 	131319 	36770 u	73846 u	89686 u	112371 	86879 u
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,BG	41912 bu	76610 	94188 	64038 u	53700 u	65107 u	65741 u	67844 u	: 	38198 u	56166 u	86536 	31267 u
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,CH	: u	238811 u	117619 u	282986 u	138882 u	206741 u	345203 u	: u	: u	: u	: u	: 	: 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,CY	26849 bu	30035 	23226 u	20057 u	12700 u	: u	: u	17386 u	: u	: u	: u	26235 	20994 u
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,CZ	638921 	752035 	489365 	487512 	691528 	600520 	574905 	503088 	158483 u	320974 	435315 	424360 	453902 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,DE	16181651 	15208564 	14544110 	13402854 	14787784 	13653685 	14994361 	14593569 	9823652 	8701474 	10340100 	11538214 	11418695 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,DK	582381 	821769 b	699921 	899203 	733619 	872662 	822803 	850073 	190301 u	651059 	705663 	738739 	703905 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,EA20	36550127 	33215743 	32276901 	28842880 	31003890 	32565356 	34640464 	34561694 	20046068 	21089371 	25312928 	29010409 	31481857 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,EE	87374 	120976 	188933 	204041 	272094 	227540 	301738 	272645 	140391 	121804 	188269 	235179 	258795 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,EL	82477 	85309 	74420 	96255 	69827 	50406 	57068 	63890 	31344 	49894 	47517 	56241 	55568 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,ES	3598880 	2907154 	2354286 	2519028 b	2899038 	2891431 	2767990 	2811942 	1245488 	2044651 	2192529 	2923265 	2811076 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,EU27_2020	42631114 e	39375476 e	36786590 	32933190 	36052995 	38688057 	39590950 	39635920 	24473829 	26132282 	32573849 	36957902 e	38735081 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,FI	2463415 b	2433356 	2176914 	1952067 	2133320 	2147790 	1808597 	1656147 	1018395 	967453 	1152002 	1221612 	855701 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,FR	6756919 	6490062 	6322094 	5152989 	4962897 	7689590 	8412879 	8437334 	4513137 	5779143 	6050327 	7372460 	10026253 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,HR	535724 	525549 	489576 	236557 	223584 	188533 	245615 	258612 	100584 	155324 	139740 	210961 	252608 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,HU	242541 	230962 	248638 	269681 	150458 	181456 	161335 	168493 	84552 	90266 	171847 	220830 	177323 
A,DOM,PROF,N1-3,RDMV_PAS_X_BUS,NR,IE	227875 	278810 	310142 	309143 	319760 	338439 	360500 	444352 	183741 	121319 	358625 	363922 	722732 
