freq,c_dest,unit,purpose,duration,accommod,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,DOM,NR,PER_OTH,N_GE4,R_CAMP,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	265529 u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_CAMP,PL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,DOM,NR,PER_OTH,N_GE4,R_CAMP,PT	: u	: 	: u	: 	: u	: 	: 	: u	: 	: 	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_CAMP,RO	: 	: 	: u	: u	: u	: u	: 	: u	: 	: 	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_CAMP,SE	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,DOM,NR,PER_OTH,N_GE4,R_CAMP,SI	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: u
A,DOM,NR,PER_OTH,N_GE4,R_CAMP,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,DOM,NR,PER_OTH,N_GE4,R_CAMP,UK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,AL	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,AT	968411 u	1148737 u	887363 u	767976 u	938696 u	756921 u	1557336 	975111 u	571875 u	730637 u	1425319 u	2054071 	1860059 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,BE	: 	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,BG	: u	: u	: u	: u	: u	: u	: u	239669 u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,CH	: u	780233 u	: u	: u	: u	658760 u	: u	: u	: u	: u	: u	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,CY	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,CZ	3014034 	2653766 	2078602 	2102469 	2556525 	3492666 	2023939 	2454579 	1030666 u	1424311 	2423669 	2593350 	1992143 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,DE	8176826 u	7805125 u	11738443 u	5098506 u	12370980 u	13651584 	13568570 	14051211 	: u	6376212 	10619293 	12624360 	7244606 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,DK	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,EA20	17346951 	18831251 	19693647 	13591358 	20948991 	21975801 	25309059 	25600737 	6720632 	15028828 	24050349 	22702687 	15498911 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,EE	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,EL	: u	136560 u	134895 u	224790 u	165661 u	162724 	160995 u	142962 u	: u	274099 u	219184 	156207 u	143399 u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,ES	1847005 	2626352 	1384728 	2530882 b	1419494 	1343050 	1316798 	1746912 	504883 u	1133033 	2173052 	1481223 	1841580 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,EU27_2020	24179075 e	24335737 e	23159217 	17681327 	26017961 	27909154 	29511428 	30471192 	8889780 	18565455 	28130581 	27806366 e	20933397 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,FR	2709222 	3016041 	3962376 	2562645 	2520473 	3063284 	4749579 	5203564 	1926745 u	3687952 	5552674 	3214062 	2237736 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,HR	337900 u	461085 u	: u	256102 u	: u	: u	107030 u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,HU	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,IE	295386 u	219887 u	161613 u	153887 u	171656 u	306977 u	272144 u	300999 u	400225 	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,IT	1509434 u	2167892 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,LT	: u	21807 u	28012 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	147942 u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,LU	: u	: u	: 	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,LV	: 	: 	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,MT	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,NL	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	1067234 	541194 u	202160 u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,PL	3446593 	2566712 	977359 b	1359306 	1370752 	1168354 	1682298 	1799445 	459095 u	978353 u	901196 	1675980 	2274861 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,PT	139014 	295429 	164548 	270005 	267477 	148120 	105325 	243166 	74736 u	139937 u	182049 	134939 	110882 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_HOT,SE	: 	: 	: u	: u	: u	: u	: u	: u	: u	1003097 u	: u	: 	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,SI	302702 	192291 u	162011 u	155820 u	192021 u	216817 u	240419 u	184243 u	: u	150605 u	170996 u	236036 u	166895 u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,SK	: u	: u	: u	: u	: 	: u	: u	821977 u	: u	: u	: u	595937 u	: u
A,DOM,NR,PER_OTH,N_GE4,R_HOT,UK	: u	992565 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,AL	: 	: 	: 	: 	: 	656093 	: 	: u	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,AT	853046 u	904288 u	841958 u	1026809 u	1234003 u	1188351 u	1496508 u	664084 u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,BE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,BG	348349 bu	: u	654951 	576483 	428343 	576230 	406602 u	489261 	: u	: u	351906 u	650055 	507166 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,CH	: u	1822496 u	: u	: u	: u	2092671 u	: u	: u	: u	: u	: u	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,CY	: 	: 	: u	: u	27156 	70052 u	73419 u	97464 u	64953 u	: u	: u	105801 u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,CZ	1268525 u	: u	: u	864150 u	: u	1040736 u	909362 u	1404161 u	: u	: u	: u	1608886 u	1030083 u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,DE	9989080 u	9209887 u	9946731 u	6511475 u	8787566 u	: u	10594859 u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,DK	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,EA20	77048676 	76970089 	78721121 	46200069 	49798487 	48499792 	47790499 	41189246 	17947077 	15355158 	17927979 	18871515 	23764239 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,EE	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,EL	675121 	: u	286609 	152978 u	306315 u	: u	: u	212527 u	: u	: u	: 	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,ES	34273338 	32899895 	32019297 	7048844 b	7887630 	9664151 	8183530 	7558872 	5468998 	5516244 	5306814 	3291196 	6351201 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,EU27_2020	92284161 e	95052330 e	96121995 	63789817 	68903682 	69765065 	69060825 	63487882 	26071784 	28024578 	37111230 	37511911 e	42791807 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,FR	24672748 	28567014 	28915322 	24932124 	23919897 	25143098 	19901512 	17393729 	3188992 	4827515 	4521164 	4477534 	2848214 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,HR	642667 u	688380 u	516988 u	460431 u	: u	: u	146602 u	334250 u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,HU	: u	: u	109488 u	: u	: u	: 	: 	: u	: 	: u	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,IE	692547 	418941 	662625 	486245 u	478901 	805452 	457059 	650626 	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,IT	839360 u	1014087 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,LT	667880 	664548 	636549 	655033 	606387 	625860 	638134 	665734 	405082 	247999 	243618 	135049 	259225 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,LU	: 	: 	: u	: 	: 	: u	: 	: u	: 	: u	: 	: u	: 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	379481 u	: u	250941 u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,MT	: 	: 	: 	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,NL	: u	: u	: u	: u	: u	504219 u	277433 u	258425 u	: u	: u	670495 	588424 u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,NO	: 	828974 u	1089613 u	1010797 u	578161 u	629852 u	565184 u	: 	: 	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,PL	11484638 	15559454 	14019767 b	14120372 	18103288 	18686019 	19508758 	19250318 	7187495 	11515513 	18145820 	16264314 	17143849 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,PT	213559 u	299080 u	199121 u	450872 u	: u	84355 u	113051 u	201275 u	: u	: u	: u	284004 u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,RO	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,SE	: 	: 	: u	: u	: u	: u	: u	875153 u	: u	: u	: 	: 	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,SI	: u	127458 u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,R_OTH,SK	2876564 u	1105016 bu	1904734 u	2837442 u	3048427 u	2065190 	3422314 	4504720 	1832197 u	1274538 	3654260 	4538293 	4246530 
A,DOM,NR,PER_OTH,N_GE4,R_OTH,UK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,AL	: 	: 	: 	: 	: 	1086818 	: 	533272 	471584 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,AT	1923492 	2774733 	1910773 	2018631 	2385978 	2161770 	3832798 	1969829 	1546677 	2255848 	2649114 	3836265 	3572113 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,BE	: u	: u	: u	: u	: u	: u	: u	487371 u	: u	698779 u	: u	302914 u	433291 u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,BG	696055 b	593973 	874297 	684193 	673295 	745368 	696519 	773956 	298487 u	358875 u	680118 	890609 	799930 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,CH	1474978 u	2900112 	1386424 u	1585636 u	2228065 u	3428933 	863273 u	1976330 u	870368 u	1124764 u	1123317 u	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,CY	: u	: u	: u	37540 u	52767 	86176 u	80977 u	116800 	213562 u	94062 u	: u	116508 u	136054 u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,CZ	5215185 	3570859 	3449722 	3476260 	3385168 	5005183 	3373023 	4432656 	1273070 u	1929055 	3439512 	4373449 	3506650 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,DE	21372993 	21396007 	25578315 	14427316 	29810175 	30371035 	30897517 	30882189 	16195413 	15017844 	17445458 	21275156 	20481444 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,DK	: u	: u	: u	: u	: u	526341 u	654381 u	833352 u	1540368 u	: u	: u	798566 u	971420 u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,EA20	146846356 	144891772 	145480150 	105969293 	121569777 	125190044 	127114156 	124398275 	109888261 	123235131 	127055222 	112135914 	104543464 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,EL	1785171 	1080897 	2540432 	1429167 	1459246 	1629465 	1415924 	975710 	1630257 	1528853 	1428751 	1091636 	1012859 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,ES	46879275 	45680584 	44230156 	23023276 b	22943097 	19213325 	17504020 	20746375 	19669030 	26039424 	24792372 	19754114 	23638764 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,EU27_2020	179195842 e	174207004 e	172537610 	132696835 	154781432 	157106542 	156774382 	155241296 	133233642 	151684529 	162269144 	147822773 e	137591753 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,FI	1484558 b	1349883 	1202413 	1641645 	1662284 	2115117 	1755826 	1828874 	5030850 	4367957 	4213751 	3438911 	4292714 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,FR	56493018 	58536022 	55648362 	49993607 	48691180 	54309158 	56125288 	47238068 	54257232 	59123815 	55918902 	42914641 	35003567 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,HR	2043311 	3154894 	2428369 	1703197 	1368305 	987477 	1041793 	1296542 	614526 	709715 	613911 u	1365758 u	665883 u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,HU	260446 	171680 	333378 	: u	: u	: u	: 	: u	: u	: u	: u	99723 u	: u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,IE	1455075 	920605 	1333351 	946027 	878620 	1450727 	1325808 	1554950 	1175762 	925682 	1506530 	847170 u	1651862 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,IT	4860251 	3277794 	3052444 bu	2857156 u	5299991 u	3781022 u	4494150 u	6670172 u	2652759 u	2176242 u	3310372 u	2088607 u	1675583 u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,LT	1091585 	1121786 	1115924 	1098319 	1008817 	1008076 	1084458 	1121417 	702486 	808776 	789679 	818494 	858135 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,LV	583399 u	559173 u	1213476 u	: u	: u	542313 u	445210 u	584431 u	421106 u	1079362 	1055320 	443744 u	665505 u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,ME	: 	: 	: 	: 	212672 u	160115 u	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,MT	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,NL	314128 bu	: u	: u	: u	: u	1140696 	805016 u	762930 	316776 u	3131784 	5887643 	5248402 	2907370 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,NO	: 	3026566 	2252401 	2420068 	1799252 	2734524 	2537992 	: 	: 	4841302 	2870895 	3396605 	3431110 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,PL	21153091 	19830352 	17250960 b	17071995 	21779712 	22627063 	23343338 	22321190 	11529922 	15833968 	21118916 	19780251 	22842012 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,PT	2212386 	2295305 	1876071 	2565516 	1556769 	2101871 	1595082 	2051750 	2568782 	2649105 	2369657 	2766986 	2471936 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,RO	116703 u	211354 u	211756 u	152332 u	239878 u	372028 u	286656 u	257606 u	: u	: u	170088 u	105675 u	125251 u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,SE	: 	: 	4832043 	5221011 	7070208 	2615030 	1306310 	2165052 	8621573 	9943322 	9223422 	: 	4751109 u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,SI	375850 	325558 	192009 u	249540 u	260795 u	275816 u	309375 u	384179 u	: u	191852 u	217783 u	305910 u	231598 u
A,DOM,NR,PER_OTH,N_GE4,TOTAL,SK	3760443 	1642370 bu	2792241 u	3160273 u	3294254 u	3719041 	3960538 	5606134 	2207278 	2179257 	4269386 	5261330 	4701047 
A,DOM,NR,PER_OTH,N_GE4,TOTAL,UK	4733156 	4259398 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,AL	: 	: 	: 	: 	: 	404097 	: 	490345 	450137 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,AT	: u	687497 u	: u	: u	: u	: u	778955 u	: u	305473 u	934351 u	1030689 u	1368841 	1030565 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,BE	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,CZ	910873 u	: u	907886 u	: u	: u	: u	404349 u	514197 u	: u	: u	: u	: u	431403 u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,DE	: u	: u	: u	: u	8507234 u	11939417 u	5164151 u	10297536 u	: u	5194143 u	: u	: u	3512181 u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,DK	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,EA20	49869271 	45968280 	44502340 	44203507 	48302422 	51720707 	48605340 	53181460 	67502109 	76657453 	58541718 	49786207 	48041139 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,EL	1013947 	829051 	2093340 	1044799 	987270 	1405236 	1153108 	620221 	1373717 	917417 	1002124 	835376 	780479 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,ES	10712561 	10101578 	10814067 	13295640 b	13108048 	8106325 	7864682 	11279816 	12089011 	17080056 	14709439 	13471263 	13345225 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,EU27_2020	59058023 e	50882532 e	50412646 	48224662 	56902849 	55839689 	52347459 	55950857 	78855468 	85945937 	67637354 	58429524 e	53838003 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,FI	911286 bu	718470 u	789190 u	1264708 	1166305 	994424 u	1201120 u	1515145 	4702950 	3947454 	3620321 	2762402 	3736998 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,FR	26980636 	24738601 	20896610 	21089010 	20723789 	23822709 	27939195 	21683674 	39988034 	40378176 	27207840 	21408096 	19359147 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,HR	1028168 	1943439 	1734271 	986664 	1040307 	472906 u	788161 	865339 	487445 	473047 u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,HU	241245 u	126727 	214514 u	: u	: u	: u	: 	: u	: u	: u	: u	99723 u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,IE	438866 u	237526 u	447223 	299124 u	215355 u	312285 u	596605 	603325 	400572 u	381126 u	541234 u	: u	694370 u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,LT	401297 	431894 	447623 	422733 	385575 	372003 	414723 	441667 	214019 	505429 	447252 	584909 	326927 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,LU	: u	: 	: 	: 	: 	: u	: u	: u	: 	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,LV	431374 u	459739 u	: u	: u	: u	: u	: u	: u	: u	621775 u	616096 u	: u	383503 u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,ME	: 	: 	: 	: 	159913 u	: u	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,MT	: 	: 	: u	: u	: 	: u	: 	: u	: u	: u	: 	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,NL	: u	: 	: 	: 	: 	394785 u	: u	: u	: u	2185493 	2404235 	2338500 	1777754 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,NO	: 	1758149 	927530 u	986120 u	775123 u	1462124 	1687342 	: 	: 	3782431 	2252802 	2397183 	2050755 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,PL	5451182 	1603790 u	2204203 b	863265 	2300684 	2431997 	1990324 	1012552 u	3241695 	2721212 	1776145 u	1292227 	2095430 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,PT	1782272 	1700797 	1511598 	1844638 	1232833 	1869396 	1376707 	1589027 	2016332 	2488619 	2122588 	2283472 	2111001 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,RO	: u	168471 u	89383 u	: u	147753 u	253668 u	229548 u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,SE	: 	: 	2361728 	2457396 	5610770 	845225 u	831352 u	801659 u	6899892 	6205352 	6367691 u	: 	2615423 u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,SI	: u	: u	: u	: 	: u	: u	: u	: 	: u	: u	: 	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,SK	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_NR,UK	2558904 u	1434609 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOT_R,AL	: 	: 	: 	: 	: 	682720 	: 	: u	: u	: 	: 	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOT_R,AT	1821457 	2087237 	1729321 	1794785 	2201231 	1962337 	3053844 	1676125 	1241204 	1321498 	1618426 	2467425 	2541548 
A,DOM,NR,PER_OTH,N_GE4,TOT_R,BE	: u	: u	: u	: u	: u	: u	: u	355710 u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_R,BG	562117 b	559630 	741705 	632516 	511151 	689189 	591535 	728930 	: u	272535 u	464543 	749067 	644175 
A,DOM,NR,PER_OTH,N_GE4,TOT_R,CH	1088314 u	2668156 	1060127 u	1457807 u	2095412 u	3012659 	838396 u	1261303 u	680093 u	1054446 u	1005348 u	: 	: 
A,DOM,NR,PER_OTH,N_GE4,TOT_R,CY	: u	: u	: u	: u	27239 	78851 u	73419 u	97692 	64953 u	: u	: u	113686 u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_R,CZ	4304312 	2989899 	2541836 	2977972 	3012420 	4533403 	2968674 	3918460 	1191310 u	1775254 	3036428 	4216503 	3075247 
A,DOM,NR,PER_OTH,N_GE4,TOT_R,DE	18320630 	17589873 	22080957 	11773622 	21302940 	18431618 	25733366 	20584653 	12068476 u	9823701 	14745832 	18023247 	16969262 
A,DOM,NR,PER_OTH,N_GE4,TOT_R,DK	: u	: u	: u	: u	: u	491692 u	: u	623070 u	: u	: u	: u	546851 u	575600 u
A,DOM,NR,PER_OTH,N_GE4,TOT_R,EA20	96977085 	98923492 	100977810 	61765786 	73267355 	73469337 	78508816 	71216815 	42386152 	46577678 	68513505 	62349707 	56502325 
A,DOM,NR,PER_OTH,N_GE4,TOT_R,EE	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,NR,PER_OTH,N_GE4,TOT_R,EL	771224 	251846 	447092 	384368 	471976 	224230 	262816 	355488 	256540 u	611436 	426627 	256260 	232379 
A,DOM,NR,PER_OTH,N_GE4,TOT_R,ES	36166714 	35579006 	33416089 	9727636 b	9835049 	11107000 	9639338 	9466559 	7580019 	8959367 	10082933 	6282852 	10293539 
A,DOM,NR,PER_OTH,N_GE4,TOT_R,EU27_2020	120137819 e	123324472 e	122124965 	84472173 	97878584 	101266852 	104426923 	99290439 	54378174 	65738592 	94631790 	89393249 e	83753750 
A,DOM,NR,PER_OTH,N_GE4,TOT_R,FI	573272 bu	631414 u	413223 u	376937 u	495978 u	1120693 u	554706 u	: u	: u	420504 u	593430 u	676509 u	555716 u
A,DOM,NR,PER_OTH,N_GE4,TOT_R,FR	29512381 	33797421 	34751752 	28904598 	27967391 	30486449 	28186093 	25554394 	14269198 	18745640 	28711061 	21506545 	15644420 
